practice_input,target_hsn8,target_hsn4,target_hsn6,target_description,difficulty,source
of quality,09093111,0909,090931,OF SEED QUALITY,medium,training_mode
of seed qualit,09093111,0909,090931,OF SEED QUALITY,hard,training_mode
other,09093119,0909,090931,other,easy,training_mode
othe,09093119,0909,090931,other,hard,training_mode
of seed quality,09093121,0909,090931,OF SEED QUALITY,easy,training_mode
of quality,09093121,0909,090931,OF SEED QUALITY,medium,training_mode
of seed qualit,09093121,0909,090931,OF SEED QUALITY,hard,training_mode
other,09093129,0909,090931,OTHER,easy,training_mode
othe,09093129,0909,090931,OTHER,hard,training_mode
crushed or ground,09093200,0909,090932,CRUSHED OR GROUND,easy,training_mode
crushed ground,09093200,0909,090932,CRUSHED OR GROUND,medium,training_mode
crushe or groun,09093200,0909,090932,CRUSHED OR GROUND,hard,training_mode
of seed quality,09096111,0909,090961,OF SEED QUALITY,easy,training_mode
of quality,09096111,0909,090961,OF SEED QUALITY,medium,training_mode
of seed qualit,09096111,0909,090961,OF SEED QUALITY,hard,training_mode
other,09096119,0909,090961,OTHER,easy,training_mode
othe,09096119,0909,090961,OTHER,hard,training_mode
of seed quality,09096121,0909,090961,OF SEED QUALITY,easy,training_mode
of quality,09096121,0909,090961,OF SEED QUALITY,medium,training_mode
of seed qualit,09096121,0909,090961,OF SEED QUALITY,hard,training_mode
other,09096129,0909,090961,OTHER,easy,training_mode
othe,09096129,0909,090961,OTHER,hard,training_mode
of seed quality,09096131,0909,090961,OF SEED QUALITY,easy,training_mode
of quality,09096131,0909,090961,OF SEED QUALITY,medium,training_mode
of seed qualit,09096131,0909,090961,OF SEED QUALITY,hard,training_mode
other,09096139,0909,090961,OTHER,easy,training_mode
othe,09096139,0909,090961,OTHER,hard,training_mode
of seed quality,09096141,0909,090961,OF SEED QUALITY,easy,training_mode
of quality,09096141,0909,090961,OF SEED QUALITY,medium,training_mode
of seed qualit,09096141,0909,090961,OF SEED QUALITY,hard,training_mode
other,09096149,0909,090961,OTHER,easy,training_mode
othe,09096149,0909,090961,OTHER,hard,training_mode
anise,09096210,0909,090962,ANISE,easy,training_mode
anis,09096210,0909,090962,ANISE,hard,training_mode
badian,09096220,0909,090962,BADIAN,easy,training_mode
badia,09096220,0909,090962,BADIAN,hard,training_mode
caraway or fennel,09096230,0909,090962,CARAWAY OR FENNEL,easy,training_mode
caraway fennel,09096230,0909,090962,CARAWAY OR FENNEL,medium,training_mode
carawa or fenne,09096230,0909,090962,CARAWAY OR FENNEL,hard,training_mode
juniper berries,09096240,0909,090962,JUNIPER BERRIES,easy,training_mode
junipe berrie,09096240,0909,090962,JUNIPER BERRIES,hard,training_mode
fresh,09101110,0910,091011,FRESH,easy,training_mode
fres,09101110,0910,091011,FRESH,hard,training_mode
dried unbleached,09101120,0910,091011,"DRIED, UNBLEACHED",easy,training_mode
drie unbleache,09101120,0910,091011,"DRIED, UNBLEACHED",hard,training_mode
dried bleached,09101130,0910,091011,"DRIED, BLEACHED",easy,training_mode
drie bleache,09101130,0910,091011,"DRIED, BLEACHED",hard,training_mode
other,09101190,0910,091011,OTHER,easy,training_mode
othe,09101190,0910,091011,OTHER,hard,training_mode
powder,09101210,0910,091012,POWDER,easy,training_mode
powde,09101210,0910,091012,POWDER,hard,training_mode
other,09101290,0910,091012,OTHER,easy,training_mode
othe,09101290,0910,091012,OTHER,hard,training_mode
saffron stigma,09102010,0910,091020,SAFFRON STIGMA,easy,training_mode
saffro stigm,09102010,0910,091020,SAFFRON STIGMA,hard,training_mode
saffron stamen,09102020,0910,091020,SAFFRON STAMEN,easy,training_mode
saffro stame,09102020,0910,091020,SAFFRON STAMEN,hard,training_mode
other,09102090,0910,091020,OTHER,easy,training_mode
othe,09102090,0910,091020,OTHER,hard,training_mode
fresh,09103010,0910,091030,FRESH,easy,training_mode
fres,09103010,0910,091030,FRESH,hard,training_mode
dried,09103020,0910,091030,DRIED,easy,training_mode
drie,09103020,0910,091030,DRIED,hard,training_mode
powder,09103030,0910,091030,POWDER,easy,training_mode
powde,09103030,0910,091030,POWDER,hard,training_mode
other,09103090,0910,091030,OTHER,easy,training_mode
othe,09103090,0910,091030,OTHER,hard,training_mode
ginger saffron turmeric curcuma thyme bay,09104010,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY `LEAVES : TEJPAT (LEAVES OF CASSIA LIGNEA)",easy,training_mode
ginger turmeric curcuma bay leaves and,09104010,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY `LEAVES : TEJPAT (LEAVES OF CASSIA LIGNEA)",medium,training_mode
ginge saffro turmeri curcum thym bay,09104010,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY `LEAVES : TEJPAT (LEAVES OF CASSIA LIGNEA)",hard,training_mode
ginger saffron turmeric curcuma thyme bay,09104020,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY LEAVES : THYMES, NOT ELSEWHERE SPECIFIED OR INCLUDED",easy,training_mode
ginger turmeric curcuma bay leaves and,09104020,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY LEAVES : THYMES, NOT ELSEWHERE SPECIFIED OR INCLUDED",medium,training_mode
ginge saffro turmeri curcum thym bay,09104020,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY LEAVES : THYMES, NOT ELSEWHERE SPECIFIED OR INCLUDED",hard,training_mode
ginger saffron turmeric curcuma thyme bay,09104030,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY LEAVES : BAY LEAVES, NOT ELSEWHERE SPECIFIED OR INCLUDED",easy,training_mode
ginger turmeric curcuma bay leaves and,09104030,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY LEAVES : BAY LEAVES, NOT ELSEWHERE SPECIFIED OR INCLUDED",medium,training_mode
ginge saffro turmeri curcum thym bay,09104030,0910,091040,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES THYME; BAY LEAVES : BAY LEAVES, NOT ELSEWHERE SPECIFIED OR INCLUDED",hard,training_mode
ginger saffron turmeric curcuma thyme bay,09105000,0910,091050,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES CURRY",easy,training_mode
ginger turmeric curcuma bay leaves and,09105000,0910,091050,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES CURRY",medium,training_mode
ginge saffro turmeri curcum thym bay,09105000,0910,091050,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES CURRY",hard,training_mode
mixtures referred to in note 1,09109100,0910,091091,MIXTURES REFERRED TO IN NOTE 1(B) TO THIS CHAPTER,easy,training_mode
mixtures to in 1 b this,09109100,0910,091091,MIXTURES REFERRED TO IN NOTE 1(B) TO THIS CHAPTER,medium,training_mode
mixture referre to in note 1,09109100,0910,091091,MIXTURES REFERRED TO IN NOTE 1(B) TO THIS CHAPTER,hard,training_mode
celery,09109911,0910,091099,CELERY,easy,training_mode
celer,09109911,0910,091099,CELERY,hard,training_mode
fenugreek,09109912,0910,091099,FENUGREEK,easy,training_mode
fenugree,09109912,0910,091099,FENUGREEK,hard,training_mode
dill,09109913,0910,091099,DILL,easy,training_mode
ajwain,09109914,0910,091099,AJWAIN,easy,training_mode
ajwai,09109914,0910,091099,AJWAIN,hard,training_mode
cassia torea,09109915,0910,091099,CASSIA TOREA,easy,training_mode
cassi tore,09109915,0910,091099,CASSIA TOREA,hard,training_mode
other,09109919,0910,091099,OTHER,easy,training_mode
othe,09109919,0910,091099,OTHER,hard,training_mode
cassia,09109921,0910,091099,CASSIA,easy,training_mode
cassi,09109921,0910,091099,CASSIA,hard,training_mode
celery,09109923,0910,091099,CELERY,easy,training_mode
celer,09109923,0910,091099,CELERY,hard,training_mode
fenugreek,09109924,0910,091099,FENUGREEK,easy,training_mode
fenugree,09109924,0910,091099,FENUGREEK,hard,training_mode
dill,09109925,0910,091099,DILL,easy,training_mode
poppy,09109926,0910,091099,POPPY,easy,training_mode
popp,09109926,0910,091099,POPPY,hard,training_mode
mustard,09109927,0910,091099,MUSTARD,easy,training_mode
mustar,09109927,0910,091099,MUSTARD,hard,training_mode
other,09109929,0910,091099,OTHER,easy,training_mode
othe,09109929,0910,091099,OTHER,hard,training_mode
husk,09109930,0910,091099,HUSK,easy,training_mode
ginger saffron turmeric curcuma thyme bay,09109939,0910,091099,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES Other spices : Other : Husk : Other",easy,training_mode
ginger turmeric curcuma bay leaves and,09109939,0910,091099,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES Other spices : Other : Husk : Other",medium,training_mode
ginge saffro turmeri curcum thym bay,09109939,0910,091099,"GINGER, SAFFRON, TURMERIC (CURCUMA), THYME, BAY LEAVES, CURRY AND OTHER SPICES Other spices : Other : Husk : Other",hard,training_mode
other,09109990,0910,091099,OTHER,easy,training_mode
othe,09109990,0910,091099,OTHER,hard,training_mode
wheat and meslin durum wheat of,10011010,1001,100110,WHEAT AND MESLIN DURUM WHEAT : OF SEED QUALITY,easy,training_mode
wheat meslin durum of seed,10011010,1001,100110,WHEAT AND MESLIN DURUM WHEAT : OF SEED QUALITY,medium,training_mode
whea and mesli duru whea of,10011010,1001,100110,WHEAT AND MESLIN DURUM WHEAT : OF SEED QUALITY,hard,training_mode
wheat and meslin durum wheat other,10011090,1001,100110,WHEAT AND MESLIN DURUM WHEAT : OTHER,easy,training_mode
wheat meslin durum other,10011090,1001,100110,WHEAT AND MESLIN DURUM WHEAT : OTHER,medium,training_mode
whea and mesli duru whea othe,10011090,1001,100110,WHEAT AND MESLIN DURUM WHEAT : OTHER,hard,training_mode
seed,10011100,1001,100111,seed,easy,training_mode
other,10011900,1001,100119,other,easy,training_mode
othe,10011900,1001,100119,other,hard,training_mode
wheat and meslin other wheat of,10019010,1001,100190,WHEAT AND MESLIN OTHER : WHEAT OF SEED QUALITY,easy,training_mode
wheat meslin other of seed,10019010,1001,100190,WHEAT AND MESLIN OTHER : WHEAT OF SEED QUALITY,medium,training_mode
whea and mesli othe whea of,10019010,1001,100190,WHEAT AND MESLIN OTHER : WHEAT OF SEED QUALITY,hard,training_mode
wheat and meslin other other wheat,10019020,1001,100190,WHEAT AND MESLIN OTHER : OTHER WHEAT,easy,training_mode
wheat meslin other wheat,10019020,1001,100190,WHEAT AND MESLIN OTHER : OTHER WHEAT,medium,training_mode
whea and mesli othe othe whea,10019020,1001,100190,WHEAT AND MESLIN OTHER : OTHER WHEAT,hard,training_mode
wheat and meslin other meslin of,10019031,1001,100190,WHEAT AND MESLIN OTHER : MESLIN : OF SEED QUALITY,easy,training_mode
wheat meslin other of seed,10019031,1001,100190,WHEAT AND MESLIN OTHER : MESLIN : OF SEED QUALITY,medium,training_mode
whea and mesli othe mesli of,10019031,1001,100190,WHEAT AND MESLIN OTHER : MESLIN : OF SEED QUALITY,hard,training_mode
wheat and meslin other meslin other,10019039,1001,100190,WHEAT AND MESLIN OTHER : MESLIN : OTHER,easy,training_mode
wheat meslin other other,10019039,1001,100190,WHEAT AND MESLIN OTHER : MESLIN : OTHER,medium,training_mode
whea and mesli othe mesli othe,10019039,1001,100190,WHEAT AND MESLIN OTHER : MESLIN : OTHER,hard,training_mode
seed,10019100,1001,100191,seed,easy,training_mode
wheat,10019910,1001,100199,wheat,easy,training_mode
whea,10019910,1001,100199,wheat,hard,training_mode
meslin,10019920,1001,100199,Meslin,easy,training_mode
mesli,10019920,1001,100199,Meslin,hard,training_mode
rye rye of seed quality,10020010,1002,100200,RYE RYE : OF SEED QUALITY,easy,training_mode
rye of seed,10020010,1002,100200,RYE RYE : OF SEED QUALITY,medium,training_mode
rye rye of seed qualit,10020010,1002,100200,RYE RYE : OF SEED QUALITY,hard,training_mode
rye rye other,10020090,1002,100200,RYE RYE : OTHER,easy,training_mode
rye other,10020090,1002,100200,RYE RYE : OTHER,medium,training_mode
rye rye othe,10020090,1002,100200,RYE RYE : OTHER,hard,training_mode
seed,10021000,1002,100210,Seed,easy,training_mode
other,10029000,1002,100290,Other,easy,training_mode
othe,10029000,1002,100290,Other,hard,training_mode
barley barley of seed quality,10030010,1003,100300,BARLEY BARLEY : OF SEED QUALITY,easy,training_mode
barley of seed,10030010,1003,100300,BARLEY BARLEY : OF SEED QUALITY,medium,training_mode
barle barle of seed qualit,10030010,1003,100300,BARLEY BARLEY : OF SEED QUALITY,hard,training_mode
barley barley other,10030090,1003,100300,BARLEY BARLEY : OTHER,easy,training_mode
barley other,10030090,1003,100300,BARLEY BARLEY : OTHER,medium,training_mode
barle barle othe,10030090,1003,100300,BARLEY BARLEY : OTHER,hard,training_mode
seed,10031000,1003,100310,Seed,easy,training_mode
other,10039000,1003,100390,Other,easy,training_mode
othe,10039000,1003,100390,Other,hard,training_mode
oats oats of seed quality,10040010,1004,100400,OATS OATS : OF SEED QUALITY,easy,training_mode
oats of seed,10040010,1004,100400,OATS OATS : OF SEED QUALITY,medium,training_mode
oats oats of seed qualit,10040010,1004,100400,OATS OATS : OF SEED QUALITY,hard,training_mode
oats oats other,10040090,1004,100400,OATS OATS : OTHER,easy,training_mode
oats other,10040090,1004,100400,OATS OATS : OTHER,medium,training_mode
oats oats othe,10040090,1004,100400,OATS OATS : OTHER,hard,training_mode
seed,10041000,1004,100410,Seed,easy,training_mode
other,10049000,1004,100490,Other,easy,training_mode
othe,10049000,1004,100490,Other,hard,training_mode
seed,10051000,1005,100510,SEED,easy,training_mode
maize corn other,10059000,1005,100590,MAIZE (CORN)OTHER,easy,training_mode
maize other,10059000,1005,100590,MAIZE (CORN)OTHER,medium,training_mode
maiz corn othe,10059000,1005,100590,MAIZE (CORN)OTHER,hard,training_mode
yellow,10059011,1005,100590,Yellow,easy,training_mode
yello,10059011,1005,100590,Yellow,hard,training_mode
other,10059019,1005,100590,other,easy,training_mode
othe,10059019,1005,100590,other,hard,training_mode
flint corn zeamays var indurata,10059020,1005,100590,Flint corn (Zeamays var. Indurata),easy,training_mode
flint zeamays var,10059020,1005,100590,Flint corn (Zeamays var. Indurata),medium,training_mode
flin corn zeamay var indurat,10059020,1005,100590,Flint corn (Zeamays var. Indurata),hard,training_mode
pop corn zeamays var everta,10059030,1005,100590,POP CORN (ZEAMAYS VAR. EVERTA),easy,training_mode
pop zeamays var,10059030,1005,100590,POP CORN (ZEAMAYS VAR. EVERTA),medium,training_mode
pop corn zeamay var evert,10059030,1005,100590,POP CORN (ZEAMAYS VAR. EVERTA),hard,training_mode
other,10059090,1005,100590,Other,easy,training_mode
othe,10059090,1005,100590,Other,hard,training_mode
of seed quality,10061010,1006,100610,OF SEED QUALITY,easy,training_mode
of quality,10061010,1006,100610,OF SEED QUALITY,medium,training_mode
of seed qualit,10061010,1006,100610,OF SEED QUALITY,hard,training_mode
other,10061090,1006,100610,OTHER,easy,training_mode
othe,10061090,1006,100610,OTHER,hard,training_mode
husked brown rice,10062000,1006,100620,HUSKED (BROWN) RICE,easy,training_mode
husked rice,10062000,1006,100620,HUSKED (BROWN) RICE,medium,training_mode
huske brow rice,10062000,1006,100620,HUSKED (BROWN) RICE,hard,training_mode
rice parboiled,10063010,1006,100630,"RICE, PARBOILED",easy,training_mode
rice parboile,10063010,1006,100630,"RICE, PARBOILED",hard,training_mode
rice gi recognised,10063011,1006,100630,"Rice, GI recognised",easy,training_mode
rice recognised,10063011,1006,100630,"Rice, GI recognised",medium,training_mode
rice gi recognise,10063011,1006,100630,"Rice, GI recognised",hard,training_mode
basmati rice,10063012,1006,100630,Basmati Rice,easy,training_mode
basmat rice,10063012,1006,100630,Basmati Rice,hard,training_mode
other,10063019,1006,100630,Other,easy,training_mode
othe,10063019,1006,100630,Other,hard,training_mode
basmati rice,10063020,1006,100630,BASMATI RICE,easy,training_mode
basmat rice,10063020,1006,100630,BASMATI RICE,hard,training_mode
other,10063090,1006,100630,OTHER,easy,training_mode
othe,10063090,1006,100630,OTHER,hard,training_mode
rice gi recognised,10063091,1006,100630,"Rice, GI recognised",easy,training_mode
rice recognised,10063091,1006,100630,"Rice, GI recognised",medium,training_mode
rice gi recognise,10063091,1006,100630,"Rice, GI recognised",hard,training_mode
basmati rice,10063092,1006,100630,Basmati Rice,easy,training_mode
basmat rice,10063092,1006,100630,Basmati Rice,hard,training_mode
other,10063099,1006,100630,Other,easy,training_mode
othe,10063099,1006,100630,Other,hard,training_mode
broken rice,10064000,1006,100640,BROKEN RICE,easy,training_mode
broke rice,10064000,1006,100640,BROKEN RICE,hard,training_mode
grain sorghum grain sorghum of seed,10070010,1007,100700,GRAIN SORGHUM GRAIN SORGHUM : OF SEED QUALITY,easy,training_mode
grain grain sorghum seed quality,10070010,1007,100700,GRAIN SORGHUM GRAIN SORGHUM : OF SEED QUALITY,medium,training_mode
grai sorghu grai sorghu of seed,10070010,1007,100700,GRAIN SORGHUM GRAIN SORGHUM : OF SEED QUALITY,hard,training_mode
grain sorghum grain sorghum other,10070090,1007,100700,GRAIN SORGHUM GRAIN SORGHUM : OTHER,easy,training_mode
grain grain sorghum,10070090,1007,100700,GRAIN SORGHUM GRAIN SORGHUM : OTHER,medium,training_mode
grai sorghu grai sorghu othe,10070090,1007,100700,GRAIN SORGHUM GRAIN SORGHUM : OTHER,hard,training_mode
seed,10071000,1007,100710,Seed,easy,training_mode
other,10079000,1007,100790,Other,easy,training_mode
othe,10079000,1007,100790,Other,hard,training_mode
of seed quality,10081010,1008,100810,OF SEED QUALITY,easy,training_mode
of quality,10081010,1008,100810,OF SEED QUALITY,medium,training_mode
of seed qualit,10081010,1008,100810,OF SEED QUALITY,hard,training_mode
other,10081090,1008,100810,OTHER,easy,training_mode
othe,10081090,1008,100810,OTHER,hard,training_mode
buckwheat millet and canary seed other,10082011,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : JAWAR : OF SEED QUALITY",easy,training_mode
buckwheat and canary other cereals jawar,10082011,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : JAWAR : OF SEED QUALITY",medium,training_mode
buckwhea mille and canar seed othe,10082011,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : JAWAR : OF SEED QUALITY",hard,training_mode
buckwheat millet and canary seed other,10082019,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : JAWAR : OTHER",easy,training_mode
buckwheat and canary other cereals jawar,10082019,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : JAWAR : OTHER",medium,training_mode
buckwhea mille and canar seed othe,10082019,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : JAWAR : OTHER",hard,training_mode
buckwheat millet and canary seed other,10082021,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : BAJRA : OF SEED QUALITY",easy,training_mode
buckwheat and canary other cereals bajra,10082021,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : BAJRA : OF SEED QUALITY",medium,training_mode
buckwhea mille and canar seed othe,10082021,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : BAJRA : OF SEED QUALITY",hard,training_mode
buckwheat millet and canary seed other,10082029,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : BAJRA : OTHER",easy,training_mode
buckwheat and canary other cereals bajra,10082029,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : BAJRA : OTHER",medium,training_mode
buckwhea mille and canar seed othe,10082029,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : BAJRA : OTHER",hard,training_mode
buckwheat millet and canary seed other,10082031,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : RAGI (FINGER MILLET) : OF SEED QUALITY",easy,training_mode
buckwheat and canary other cereals ragi,10082031,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : RAGI (FINGER MILLET) : OF SEED QUALITY",medium,training_mode
buckwhea mille and canar seed othe,10082031,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : RAGI (FINGER MILLET) : OF SEED QUALITY",hard,training_mode
buckwheat millet and canary seed other,10082039,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : RAGI (FINGER MILLET) : OTHER",easy,training_mode
buckwheat and canary other cereals ragi,10082039,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : RAGI (FINGER MILLET) : OTHER",medium,training_mode
buckwhea mille and canar seed othe,10082039,1008,100820,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER CEREALS MILLET : RAGI (FINGER MILLET) : OTHER",hard,training_mode
jawar,10082110,1008,100821,Jawar,easy,training_mode
jawa,10082110,1008,100821,Jawar,hard,training_mode
bajra,10082120,1008,100821,Bajra,easy,training_mode
bajr,10082120,1008,100821,Bajra,hard,training_mode
ragi,10082130,1008,100821,Ragi,easy,training_mode
barnyard echinochloa esculenta l,10082140,1008,100821,BARNYARD (ECHINOCHLOA ESCULENTA (L.)),easy,training_mode
barnyard esculenta l,10082140,1008,100821,BARNYARD (ECHINOCHLOA ESCULENTA (L.)),medium,training_mode
barnyar echinochlo esculent l,10082140,1008,100821,BARNYARD (ECHINOCHLOA ESCULENTA (L.)),hard,training_mode
proso panicum miliaceum l,10082150,1008,100821,PROSO (PANICUM MILIACEUM (L.)),easy,training_mode
proso miliaceum l,10082150,1008,100821,PROSO (PANICUM MILIACEUM (L.)),medium,training_mode
pros panicu miliaceu l,10082150,1008,100821,PROSO (PANICUM MILIACEUM (L.)),hard,training_mode
foxtail setaria italica l,10082160,1008,100821,FOXTAIL (SETARIA ITALICA (L.)),easy,training_mode
foxtail italica l,10082160,1008,100821,FOXTAIL (SETARIA ITALICA (L.)),medium,training_mode
foxtai setari italic l,10082160,1008,100821,FOXTAIL (SETARIA ITALICA (L.)),hard,training_mode
kodo paspalum scrobiculatum l,10082170,1008,100821,KODO (PASPALUM SCROBICULATUM (L.)),easy,training_mode
kodo scrobiculatum l,10082170,1008,100821,KODO (PASPALUM SCROBICULATUM (L.)),medium,training_mode
kodo paspalu scrobiculatu l,10082170,1008,100821,KODO (PASPALUM SCROBICULATUM (L.)),hard,training_mode
little panicum sumatrense l,10082180,1008,100821,LITTLE (PANICUM SUMATRENSE (L.)),easy,training_mode
little sumatrense l,10082180,1008,100821,LITTLE (PANICUM SUMATRENSE (L.)),medium,training_mode
littl panicu sumatrens l,10082180,1008,100821,LITTLE (PANICUM SUMATRENSE (L.)),hard,training_mode
amaranth amaranthus l,10082191,1008,100821,AMARANTH (AMARANTHUS (L.)),easy,training_mode
amaranth l,10082191,1008,100821,AMARANTH (AMARANTHUS (L.)),medium,training_mode
amarant amaranthu l,10082191,1008,100821,AMARANTH (AMARANTHUS (L.)),hard,training_mode
other,10082199,1008,100821,OTHER,easy,training_mode
othe,10082199,1008,100821,OTHER,hard,training_mode
jawar,10082910,1008,100829,Jawar,easy,training_mode
jawa,10082910,1008,100829,Jawar,hard,training_mode
bajra,10082920,1008,100829,Bajra,easy,training_mode
bajr,10082920,1008,100829,Bajra,hard,training_mode
ragi,10082930,1008,100829,Ragi,easy,training_mode
barnyard echinochloa esculenta l,10082940,1008,100829,BARNYARD (ECHINOCHLOA ESCULENTA (L.)),easy,training_mode
barnyard esculenta l,10082940,1008,100829,BARNYARD (ECHINOCHLOA ESCULENTA (L.)),medium,training_mode
barnyar echinochlo esculent l,10082940,1008,100829,BARNYARD (ECHINOCHLOA ESCULENTA (L.)),hard,training_mode
proso panicum miliaceum l,10082950,1008,100829,PROSO (PANICUM MILIACEUM (L.)),easy,training_mode
proso miliaceum l,10082950,1008,100829,PROSO (PANICUM MILIACEUM (L.)),medium,training_mode
pros panicu miliaceu l,10082950,1008,100829,PROSO (PANICUM MILIACEUM (L.)),hard,training_mode
foxtail setaria italica l,10082960,1008,100829,FOXTAIL (SETARIA ITALICA (L.)),easy,training_mode
foxtail italica l,10082960,1008,100829,FOXTAIL (SETARIA ITALICA (L.)),medium,training_mode
foxtai setari italic l,10082960,1008,100829,FOXTAIL (SETARIA ITALICA (L.)),hard,training_mode
kodo paspalum scrobiculatum l,10082970,1008,100829,KODO (PASPALUM SCROBICULATUM (L.)),easy,training_mode
kodo scrobiculatum l,10082970,1008,100829,KODO (PASPALUM SCROBICULATUM (L.)),medium,training_mode
kodo paspalu scrobiculatu l,10082970,1008,100829,KODO (PASPALUM SCROBICULATUM (L.)),hard,training_mode
little panicum sumatrense l,10082980,1008,100829,LITTLE (PANICUM SUMATRENSE (L.)),easy,training_mode
little sumatrense l,10082980,1008,100829,LITTLE (PANICUM SUMATRENSE (L.)),medium,training_mode
littl panicu sumatrens l,10082980,1008,100829,LITTLE (PANICUM SUMATRENSE (L.)),hard,training_mode
amaranth amaranthus l,10082991,1008,100829,AMARANTH (AMARANTHUS (L.)),easy,training_mode
amaranth l,10082991,1008,100829,AMARANTH (AMARANTHUS (L.)),medium,training_mode
amarant amaranthu l,10082991,1008,100829,AMARANTH (AMARANTHUS (L.)),hard,training_mode
other,10082999,1008,100829,OTHER,easy,training_mode
othe,10082999,1008,100829,OTHER,hard,training_mode
of seed quality,10083010,1008,100830,OF SEED QUALITY,easy,training_mode
of quality,10083010,1008,100830,OF SEED QUALITY,medium,training_mode
of seed qualit,10083010,1008,100830,OF SEED QUALITY,hard,training_mode
other,10083090,1008,100830,OTHER,easy,training_mode
othe,10083090,1008,100830,OTHER,hard,training_mode
fonio digitaria spp,10084000,1008,100840,FONIO (DIGITARIA SPP.),easy,training_mode
fonio spp,10084000,1008,100840,FONIO (DIGITARIA SPP.),medium,training_mode
foni digitari spp,10084000,1008,100840,FONIO (DIGITARIA SPP.),hard,training_mode
quinoa chenopodium quinoa,10085000,1008,100850,Quinoa (Chenopodium quinoa),easy,training_mode
quinoa quinoa,10085000,1008,100850,Quinoa (Chenopodium quinoa),medium,training_mode
quino chenopodiu quino,10085000,1008,100850,Quinoa (Chenopodium quinoa),hard,training_mode
triticale,10086000,1008,100860,Triticale,easy,training_mode
tritical,10086000,1008,100860,Triticale,hard,training_mode
of seed quality,10089010,1008,100890,OF SEED QUALITY,easy,training_mode
of quality,10089010,1008,100890,OF SEED QUALITY,medium,training_mode
of seed qualit,10089010,1008,100890,OF SEED QUALITY,hard,training_mode
other,10089090,1008,100890,OTHER,easy,training_mode
othe,10089090,1008,100890,OTHER,hard,training_mode
other,10091090,1009,100910,other,easy,training_mode
othe,10091090,1009,100910,other,hard,training_mode
wheat or meslin flour,11010000,1101,110100,WHEAT OR MESLIN FLOUR,easy,training_mode
wheat meslin flour,11010000,1101,110100,WHEAT OR MESLIN FLOUR,medium,training_mode
whea or mesli flou,11010000,1101,110100,WHEAT OR MESLIN FLOUR,hard,training_mode
